employee_id,age,gender,education_level,department,job_role,tenure_months,last_performance_rating,promotions_last_3yrs,training_hours_completed,certifications_count,salary_band,compensation_percentile,bonus_received,hike_percent_last_year,avg_monthly_hours,work_life_balance_score,engagement_score,job_satisfaction,absenteeism_days,manager_tenure,manager_change_count,team_size,peer_feedback_score,current_project_risk_score,project_complexity_level,client_importance_score,attrition,best_fit_role,project_risk_flag
3813,44,Other,Master,Consulting,Senior Consultant,30,4,0,31,7,Mid,23,0,9,237,1,94,1,26,44,2,16,2,20,High,83,0,Manager,0
3814,38,Female,MBA,Audit,Analyst,182,1,0,103,8,Low,58,0,29,228,3,41,2,20,136,1,14,5,29,Medium,31,1,Consultant,0
3815,42,Female,PhD,Tax,Senior Consultant,52,3,0,77,1,High,13,1,5,222,2,86,5,10,115,3,17,1,76,Medium,64,0,Manager,0
3816,23,Male,MBA,Risk Advisory,Consultant,200,3,0,68,8,Mid,17,1,26,168,3,88,1,14,160,1,15,3,82,Medium,15,0,Senior Consultant,0
3817,58,Other,Bachelor,Risk Advisory,Analyst,151,2,1,118,0,Low,95,1,26,239,5,18,5,1,198,1,5,5,62,High,27,1,Consultant,0
3818,27,Male,MBA,Risk Advisory,Consultant,19,4,0,6,8,Low,22,1,15,194,1,99,2,1,13,2,7,4,26,Medium,92,0,Senior Consultant,0
3819,39,Male,Bachelor,Consulting,Partner,37,2,0,19,0,Mid,73,0,28,126,3,44,4,14,224,1,4,4,27,Low,93,1,Partner,0
3820,51,Female,PhD,Technology,Partner,187,4,0,61,9,High,6,0,14,249,1,64,2,3,121,0,19,2,62,Low,91,0,Partner,0
3821,43,Other,MBA,Risk Advisory,Manager,107,5,0,148,9,Low,73,0,22,170,5,79,1,26,219,2,2,4,24,High,80,0,Senior Manager,0
3822,54,Male,MBA,Technology,Analyst,36,4,0,91,7,High,66,0,14,84,3,7,2,23,112,4,17,2,72,Medium,66,0,Consultant,0
3823,51,Male,Bachelor,Risk Advisory,Partner,68,5,1,156,0,High,59,1,26,193,5,27,1,28,220,1,7,4,55,Low,96,0,Partner,0
3824,38,Male,Master,Tax,Manager,154,5,1,197,7,Low,62,0,20,181,3,23,3,2,226,2,18,3,19,Medium,69,0,Senior Manager,0
3825,53,Male,MBA,Risk Advisory,Analyst,239,2,0,37,0,Mid,8,0,3,100,5,67,1,15,84,0,13,2,44,Medium,18,0,Consultant,0
3826,35,Male,MBA,Technology,Consultant,104,3,0,169,7,Low,48,0,29,104,2,63,5,8,167,0,5,2,14,Low,8,0,Senior Consultant,0
3827,31,Other,Bachelor,Consulting,Senior Consultant,121,4,0,104,1,Low,9,0,9,117,2,86,3,5,175,1,2,3,8,Medium,5,0,Manager,0
3828,57,Female,PhD,Tax,Senior Consultant,155,2,1,130,4,Mid,99,0,8,232,3,17,4,20,34,1,11,3,64,Low,13,1,Manager,0
3829,55,Female,Bachelor,Technology,Consultant,205,5,0,164,6,Mid,21,0,11,125,3,14,5,28,196,4,16,4,15,Medium,53,1,Senior Consultant,0
3830,30,Female,Master,Audit,Partner,190,5,1,16,7,Low,38,0,10,162,2,81,1,3,232,0,4,2,10,Medium,82,0,Partner,0
3831,49,Female,Master,Risk Advisory,Senior Consultant,190,1,0,160,5,Low,76,0,21,143,3,97,3,21,30,4,10,3,20,Low,10,0,Manager,0
3832,32,Female,Bachelor,Tax,Consultant,180,1,0,9,7,Low,41,0,22,191,1,52,5,24,181,2,5,3,87,Medium,65,0,Senior Consultant,0
3833,35,Female,Bachelor,Consulting,Manager,44,4,0,36,2,Mid,3,0,7,113,4,42,4,17,239,2,18,2,5,Medium,45,1,Senior Manager,0
3834,40,Male,MBA,Audit,Manager,226,3,0,126,6,Low,24,0,16,96,4,47,2,8,43,1,19,5,48,High,12,1,Senior Manager,0
3835,36,Female,Bachelor,Risk Advisory,Consultant,33,1,0,160,6,Mid,28,0,14,156,2,7,1,28,30,4,5,2,84,Low,48,1,Senior Consultant,0
3836,49,Female,Bachelor,Tax,Analyst,110,5,0,27,1,Mid,61,0,2,222,1,75,3,0,147,3,3,1,6,Medium,75,0,Consultant,0
3837,45,Female,MBA,Technology,Partner,90,2,0,169,9,Low,55,0,7,146,4,76,2,4,56,3,19,2,1,High,35,0,Partner,0
3838,29,Other,MBA,Risk Advisory,Partner,212,3,1,119,2,Low,42,0,11,136,5,87,2,12,21,0,18,3,20,Medium,9,0,Partner,0
3839,30,Male,Master,Tax,Consultant,63,4,0,109,7,Mid,73,0,26,148,1,64,3,17,210,3,8,1,14,Low,15,0,Senior Consultant,0
3840,54,Female,Bachelor,Risk Advisory,Senior Consultant,72,2,0,57,8,Low,4,0,10,89,1,74,3,10,202,1,16,2,36,Low,9,1,Manager,0
3841,54,Male,Bachelor,Tax,Partner,80,4,1,175,1,Low,91,0,29,225,2,11,4,3,15,1,17,5,78,Medium,47,0,Partner,0
3842,40,Female,MBA,Technology,Partner,197,2,0,126,8,Mid,3,1,23,203,4,15,3,3,117,0,11,2,61,Medium,19,1,Partner,0
3843,24,Male,Master,Risk Advisory,Manager,34,2,2,178,2,Low,75,0,25,87,5,33,3,27,68,3,9,2,55,Low,83,1,Senior Manager,0
3844,31,Male,Master,Tax,Manager,111,3,0,109,0,Low,73,1,23,95,3,15,2,16,183,4,12,2,83,Medium,36,0,Senior Manager,0
3845,22,Male,MBA,Audit,Manager,27,4,1,137,0,Low,62,1,29,151,3,53,1,6,22,4,19,3,48,Low,64,0,Senior Manager,0
3846,50,Female,Master,Consulting,Partner,164,1,0,135,6,High,47,0,18,211,2,20,2,23,182,4,8,1,83,Medium,74,1,Partner,0
3847,55,Male,Bachelor,Tax,Partner,132,2,1,15,7,Low,94,0,11,227,1,63,2,28,141,1,7,3,44,Medium,6,0,Partner,0
3848,34,Other,PhD,Tax,Partner,106,2,0,61,0,Mid,35,0,10,109,5,37,2,19,155,3,19,2,38,Medium,88,1,Partner,0
3849,22,Male,Master,Tax,Senior Consultant,53,1,0,176,6,Low,62,1,6,239,3,56,2,10,139,2,7,2,38,Low,96,0,Manager,0
3850,55,Other,Master,Risk Advisory,Senior Consultant,199,3,1,108,6,Mid,61,0,25,232,3,90,1,20,39,4,11,3,45,Medium,58,0,Manager,0
3851,50,Female,PhD,Consulting,Senior Consultant,37,3,1,88,6,Mid,97,1,5,128,2,78,1,10,207,3,9,3,47,Medium,38,0,Manager,0
3852,34,Male,PhD,Risk Advisory,Analyst,100,3,0,100,5,Low,15,1,9,191,1,15,5,2,10,1,8,1,87,Medium,33,1,Consultant,0
3853,50,Male,Master,Tax,Partner,216,5,0,142,3,Low,94,0,26,168,3,48,5,20,153,3,13,3,62,Low,18,0,Partner,0
3854,45,Female,Bachelor,Tax,Partner,79,5,0,15,3,Mid,75,0,5,209,5,86,5,24,97,2,7,3,34,Medium,96,0,Partner,0
3855,47,Female,PhD,Consulting,Consultant,178,3,0,26,9,High,52,0,19,177,3,34,2,17,19,2,17,3,100,Medium,13,0,Senior Consultant,0
3856,38,Female,Master,Audit,Consultant,113,3,0,46,5,Mid,64,0,13,110,2,24,3,15,223,0,2,4,78,Medium,59,0,Senior Consultant,0
3857,28,Male,Master,Risk Advisory,Analyst,70,1,0,153,7,Mid,56,1,13,127,4,91,2,9,167,1,9,3,78,High,34,0,Consultant,1
3858,34,Female,Master,Audit,Consultant,154,5,0,199,7,Low,31,1,14,203,3,43,1,26,227,3,19,4,74,High,79,0,Senior Consultant,1
3859,26,Other,Master,Tax,Senior Consultant,90,4,0,168,2,High,2,0,25,109,2,23,3,10,45,4,16,4,60,Medium,78,1,Manager,0
3860,47,Male,MBA,Tax,Analyst,120,3,0,104,9,Low,71,1,17,159,3,3,2,5,63,3,17,3,69,Medium,86,0,Consultant,0
3861,24,Male,Master,Technology,Analyst,25,3,0,138,5,Low,61,1,1,188,1,69,3,6,169,2,10,4,31,Low,45,0,Consultant,0
3862,28,Male,MBA,Technology,Analyst,161,3,0,90,3,Mid,57,0,29,181,2,13,2,26,120,0,5,3,64,Low,64,0,Consultant,0
3863,22,Female,MBA,Audit,Manager,195,2,0,8,8,Mid,100,0,6,171,4,66,1,1,147,2,14,2,13,Low,80,0,Senior Manager,0
3864,38,Female,MBA,Technology,Consultant,201,5,0,181,6,Low,9,1,2,96,3,84,3,10,186,1,6,2,35,Low,9,0,Senior Consultant,0
3865,46,Male,MBA,Consulting,Partner,165,4,0,10,7,Low,90,0,9,226,3,33,4,22,60,1,16,1,12,Low,47,0,Partner,0
3866,24,Male,MBA,Audit,Manager,166,2,0,6,0,Mid,52,0,2,161,1,1,3,4,73,4,18,3,98,Medium,35,1,Senior Manager,0
3867,36,Male,Bachelor,Technology,Senior Consultant,222,2,0,27,3,Low,10,1,26,117,2,6,2,0,177,2,7,3,10,Medium,6,1,Manager,0
3868,50,Male,Bachelor,Technology,Manager,27,4,0,61,5,Mid,31,1,10,139,2,34,4,5,168,3,4,5,6,Medium,40,0,Senior Manager,0
3869,53,Male,MBA,Consulting,Senior Consultant,13,4,1,182,5,Low,15,0,21,135,3,22,1,4,105,1,15,5,23,Low,88,1,Manager,0
3870,47,Other,Master,Consulting,Partner,151,4,0,163,1,Low,17,0,10,235,3,83,2,22,161,0,6,3,95,Low,12,0,Partner,0
3871,37,Female,Bachelor,Audit,Partner,195,4,0,114,6,Mid,27,0,27,190,4,96,1,6,9,4,16,3,26,Low,64,0,Partner,0
3872,46,Male,Bachelor,Risk Advisory,Consultant,87,4,2,72,2,Mid,54,0,12,214,3,24,1,16,219,3,13,2,35,Medium,36,0,Senior Consultant,0
3873,49,Female,Bachelor,Consulting,Manager,99,3,1,98,5,Low,61,1,13,246,2,100,3,15,43,3,16,1,78,Medium,19,0,Senior Manager,0
3874,30,Female,MBA,Technology,Partner,88,4,0,190,2,Low,100,0,19,122,2,67,4,24,40,0,7,5,22,Medium,80,0,Partner,0
3875,22,Female,MBA,Audit,Senior Consultant,183,4,0,50,5,Low,14,0,18,114,4,99,5,15,122,3,2,2,97,High,64,0,Manager,1
3876,50,Male,Bachelor,Risk Advisory,Partner,165,5,0,47,9,Mid,92,0,5,87,3,6,1,2,203,4,16,4,41,Medium,28,0,Partner,0
3877,43,Male,MBA,Audit,Consultant,140,3,0,67,9,Mid,72,0,13,188,5,17,4,25,78,2,7,1,91,Low,17,0,Senior Consultant,0
3878,37,Other,Bachelor,Technology,Senior Consultant,54,2,0,9,7,High,50,0,16,196,1,56,4,16,206,1,18,2,87,Low,15,0,Manager,0
3879,28,Female,MBA,Risk Advisory,Analyst,20,3,2,121,4,Mid,92,1,10,147,5,53,5,5,92,4,16,2,0,Medium,40,0,Consultant,0
3880,35,Male,Master,Risk Advisory,Consultant,146,1,0,25,0,Mid,30,0,13,224,2,53,5,18,131,4,9,4,37,Medium,12,0,Senior Consultant,0
3881,50,Female,MBA,Consulting,Consultant,7,4,0,126,2,Low,41,0,0,100,3,15,2,12,38,1,9,3,79,High,88,1,Senior Consultant,1
3882,40,Other,Bachelor,Tax,Analyst,90,2,0,194,0,High,93,0,23,230,4,10,1,20,202,3,14,4,38,Medium,24,1,Consultant,0
3883,40,Male,Bachelor,Technology,Partner,204,1,1,180,7,Low,12,1,15,110,3,76,5,12,20,2,16,1,74,Medium,93,1,Partner,0
3884,23,Female,MBA,Tax,Consultant,226,2,0,170,6,Mid,99,0,7,123,4,1,5,0,40,1,19,5,58,Medium,51,1,Senior Consultant,0
3885,36,Other,Bachelor,Technology,Analyst,224,3,1,144,9,High,83,0,8,151,4,44,3,27,141,4,19,4,93,Low,15,0,Consultant,0
3886,24,Male,PhD,Audit,Analyst,94,1,0,112,3,Mid,54,0,18,157,4,51,1,27,57,0,19,5,33,Low,47,0,Consultant,0
3887,32,Female,Master,Tax,Consultant,130,4,2,154,3,High,46,1,4,234,2,87,2,23,91,0,18,4,61,Low,60,0,Senior Consultant,0
3888,51,Female,Master,Risk Advisory,Manager,54,4,0,21,0,Mid,69,0,5,201,3,39,4,14,54,4,15,2,43,Medium,78,0,Senior Manager,0
3889,39,Female,Master,Consulting,Consultant,8,1,0,107,3,High,76,0,18,128,4,99,1,9,51,0,12,1,89,Medium,53,0,Senior Consultant,0
3890,23,Male,Bachelor,Technology,Manager,161,3,0,35,0,Mid,70,0,10,232,2,69,5,17,190,4,11,1,10,Medium,47,0,Senior Manager,0
3891,53,Male,Master,Consulting,Partner,174,1,0,199,4,Mid,5,1,13,144,3,39,1,26,193,0,5,5,68,High,7,1,Partner,0
3892,29,Female,PhD,Technology,Analyst,170,3,0,32,4,Low,88,0,7,179,3,27,3,8,132,1,18,2,11,Medium,39,0,Consultant,0
3893,43,Male,Bachelor,Risk Advisory,Senior Consultant,119,2,0,94,1,Low,18,0,14,199,2,24,5,17,109,1,3,2,34,Medium,92,1,Manager,0
3894,27,Male,MBA,Risk Advisory,Consultant,128,3,0,180,9,Low,25,0,18,121,1,84,4,0,29,1,16,3,4,Medium,53,0,Senior Consultant,0
3895,33,Male,Master,Risk Advisory,Senior Consultant,222,1,0,138,1,Mid,58,1,8,169,2,75,2,1,51,3,4,5,37,Medium,77,0,Manager,0
3896,57,Male,Master,Risk Advisory,Partner,63,1,0,92,8,Mid,56,0,20,186,2,39,3,5,54,3,4,3,59,Medium,100,1,Partner,0
3897,36,Other,Bachelor,Risk Advisory,Consultant,117,2,0,156,1,Mid,28,1,12,110,5,77,3,28,146,3,13,2,61,Low,89,1,Senior Consultant,0
3898,49,Male,Master,Consulting,Senior Consultant,109,1,0,165,4,Low,49,0,29,170,4,20,3,26,69,0,2,1,96,Medium,86,1,Manager,0
3899,39,Other,PhD,Audit,Partner,234,5,1,100,8,High,88,0,9,197,4,84,2,12,210,2,11,4,13,Medium,1,0,Partner,0
3900,23,Male,Bachelor,Tax,Manager,237,1,0,122,7,Mid,87,1,6,235,2,90,5,10,38,0,2,2,43,Medium,39,0,Senior Manager,0
3901,34,Female,Master,Consulting,Partner,220,5,1,57,1,Low,65,0,10,110,4,50,3,27,53,4,5,4,33,Medium,87,0,Partner,0
3902,36,Male,Master,Tax,Consultant,205,1,0,14,1,Low,78,0,10,154,2,52,3,23,90,3,8,4,69,High,66,0,Senior Consultant,0
3903,41,Female,Master,Audit,Consultant,88,1,1,181,4,Low,83,1,10,173,2,88,2,14,18,3,7,3,68,Medium,32,0,Senior Consultant,0
3904,50,Female,Master,Technology,Consultant,161,2,1,189,3,High,38,0,11,134,3,70,1,7,50,1,9,2,22,Low,41,0,Senior Consultant,0
3905,50,Male,Master,Audit,Partner,69,5,0,56,2,Low,97,0,22,92,1,10,2,25,13,1,14,1,22,Low,74,0,Partner,0
3906,24,Other,Bachelor,Audit,Consultant,124,2,0,127,3,Low,70,0,10,173,3,10,4,26,140,0,15,4,100,Medium,45,1,Senior Consultant,0
3907,40,Male,PhD,Technology,Partner,198,5,1,78,1,High,34,0,29,216,1,89,4,3,146,1,19,3,10,High,52,0,Partner,0
3908,24,Female,MBA,Tax,Analyst,4,5,0,70,1,High,23,1,4,122,2,59,5,1,184,2,3,4,6,High,60,0,Consultant,0
3909,35,Other,Bachelor,Risk Advisory,Analyst,106,4,1,57,3,Mid,91,1,23,128,2,24,4,5,51,2,3,3,78,Low,82,0,Consultant,0
3910,25,Female,Master,Technology,Analyst,107,5,0,176,2,High,14,0,0,118,4,7,3,24,184,4,12,3,52,Medium,83,1,Consultant,0
3911,32,Other,MBA,Technology,Senior Consultant,186,2,0,180,6,High,86,0,21,83,4,25,2,21,183,4,18,2,74,Medium,5,1,Manager,0
3912,52,Male,PhD,Audit,Analyst,226,2,1,28,8,Mid,38,0,26,92,3,7,4,22,134,2,5,5,25,Low,41,1,Consultant,0
3913,53,Male,PhD,Technology,Analyst,157,3,0,160,0,Mid,78,0,2,123,2,77,3,27,97,0,11,1,41,Medium,12,0,Consultant,0
3914,48,Male,MBA,Consulting,Partner,21,1,1,45,6,High,86,0,10,208,3,87,5,2,41,0,19,2,5,Low,29,0,Partner,0
3915,51,Female,Bachelor,Risk Advisory,Partner,154,4,1,53,2,Low,45,0,17,123,1,9,2,6,126,4,3,5,7,Medium,39,0,Partner,0
3916,23,Female,PhD,Audit,Consultant,224,1,0,97,3,Mid,61,0,1,132,2,60,2,23,238,4,13,5,86,Medium,40,0,Senior Consultant,0
3917,30,Male,MBA,Tax,Consultant,86,2,0,84,1,Low,9,1,29,223,4,47,1,25,51,2,16,1,60,Medium,21,1,Senior Consultant,0
3918,49,Female,Bachelor,Tax,Consultant,41,4,0,6,4,Mid,75,0,19,89,5,85,5,3,168,0,19,2,51,Low,3,0,Senior Consultant,0
3919,52,Male,Bachelor,Tax,Partner,78,5,0,28,7,High,76,0,8,210,2,78,4,4,133,0,17,5,71,Low,83,0,Partner,0
3920,55,Male,Master,Tax,Partner,162,2,0,136,1,Mid,89,1,15,151,3,49,5,26,218,3,12,5,40,Low,17,1,Partner,0
3921,36,Female,Master,Tax,Analyst,229,2,0,48,7,Mid,2,0,10,126,4,2,4,20,131,0,10,2,14,Low,67,1,Consultant,0
3922,46,Female,Bachelor,Audit,Manager,172,2,0,70,8,Mid,9,0,16,88,1,98,3,23,71,3,2,1,28,Medium,3,0,Senior Manager,0
3923,57,Female,Bachelor,Consulting,Partner,129,2,0,77,4,High,50,0,2,125,1,36,2,20,222,0,8,1,40,Medium,37,1,Partner,0
3924,29,Male,Bachelor,Consulting,Manager,160,4,0,93,8,Low,45,0,0,106,1,92,5,15,132,1,6,5,42,Low,66,0,Senior Manager,0
3925,30,Female,Master,Tax,Partner,160,1,0,87,7,High,35,0,0,203,4,68,3,4,220,0,10,5,88,Medium,39,0,Partner,0
3926,58,Male,Bachelor,Consulting,Partner,51,1,1,178,1,Low,96,1,9,130,3,90,3,18,218,3,18,1,68,Medium,100,0,Partner,0
3927,53,Male,MBA,Risk Advisory,Senior Consultant,118,5,2,135,4,Mid,62,0,14,142,2,65,3,10,150,3,18,3,69,Low,14,0,Manager,0
3928,38,Female,Bachelor,Consulting,Manager,24,2,0,54,8,Mid,78,0,22,245,4,85,5,11,93,0,2,5,9,Medium,32,0,Senior Manager,0
3929,56,Female,PhD,Technology,Senior Consultant,172,2,0,123,8,Low,93,0,7,139,5,20,5,29,230,1,14,5,62,Low,17,1,Manager,0
3930,58,Male,MBA,Tax,Analyst,213,1,4,192,7,Mid,57,1,9,123,2,73,5,15,213,3,6,1,21,Medium,37,0,Consultant,0
3931,40,Male,PhD,Technology,Senior Consultant,76,5,0,83,1,Low,83,0,18,164,4,79,5,2,22,4,8,5,98,High,94,0,Manager,1
3932,50,Female,MBA,Technology,Senior Consultant,84,3,1,94,5,Mid,100,0,16,241,2,69,5,24,149,4,5,5,46,Medium,92,0,Manager,0
3933,28,Male,Bachelor,Tax,Analyst,37,4,0,14,0,High,46,0,0,131,3,49,2,9,138,3,4,4,12,Medium,42,0,Consultant,0
3934,49,Female,Master,Audit,Manager,84,1,0,178,6,Low,69,1,28,217,5,37,1,15,104,3,14,4,4,Low,92,1,Senior Manager,0
3935,30,Female,Bachelor,Consulting,Consultant,66,4,0,33,5,High,81,0,22,126,2,7,5,2,14,3,3,3,3,Medium,47,0,Senior Consultant,0
3936,49,Male,PhD,Risk Advisory,Partner,14,1,0,68,7,Low,98,1,24,139,5,45,2,16,99,3,14,2,1,Medium,49,1,Partner,0
3937,27,Female,Bachelor,Audit,Manager,145,5,0,11,6,Low,86,0,4,95,3,55,4,8,174,3,10,2,66,Medium,52,0,Senior Manager,0
3938,50,Female,Master,Risk Advisory,Analyst,88,2,0,172,1,Low,75,1,0,113,2,94,4,29,180,0,14,1,5,High,45,0,Consultant,0
3939,38,Male,MBA,Tax,Senior Consultant,222,3,0,158,1,Low,30,0,11,107,5,64,2,16,63,0,16,3,14,High,63,0,Manager,0
3940,37,Female,PhD,Consulting,Consultant,15,4,0,53,1,High,50,1,26,214,1,89,2,20,91,2,8,1,63,High,71,0,Senior Consultant,0
3941,44,Male,MBA,Audit,Senior Consultant,61,3,1,149,5,Low,93,1,1,136,2,96,4,11,191,2,5,1,87,Low,86,0,Manager,0
3942,52,Female,Master,Tax,Partner,177,2,0,71,9,Low,15,1,3,200,5,50,4,1,57,3,18,1,61,Medium,47,1,Partner,0
3943,24,Male,Master,Audit,Analyst,98,1,0,191,7,Low,36,1,12,105,3,25,5,10,187,3,19,4,0,Medium,63,1,Consultant,0
3944,42,Female,Master,Technology,Consultant,117,5,0,59,0,Mid,39,1,8,161,1,71,1,28,235,1,18,5,73,Low,26,0,Senior Consultant,0
3945,47,Male,Bachelor,Consulting,Manager,136,2,0,27,1,Mid,81,1,22,206,3,75,1,17,173,0,19,5,22,Medium,87,0,Senior Manager,0
3946,57,Male,MBA,Consulting,Manager,234,3,0,148,4,Mid,60,0,18,247,4,69,3,19,170,1,5,1,23,Low,25,0,Senior Manager,0
3947,58,Female,Master,Tax,Analyst,3,3,0,74,8,Low,27,0,29,236,4,17,4,21,185,3,10,3,47,Medium,99,1,Consultant,0
3948,43,Male,Bachelor,Tax,Analyst,75,3,0,76,7,Low,54,0,8,221,3,83,1,2,237,0,5,1,40,Low,10,0,Consultant,0
3949,33,Male,PhD,Tax,Senior Consultant,155,1,0,42,0,Low,2,0,14,221,5,34,1,9,21,2,16,2,58,Low,75,1,Manager,0
3950,34,Male,Master,Consulting,Consultant,137,3,1,154,7,Mid,70,0,14,117,4,44,5,3,27,2,5,1,16,Low,22,0,Senior Consultant,0
3951,32,Male,MBA,Technology,Partner,15,1,0,22,6,High,4,0,2,87,3,90,5,6,160,4,18,3,40,Medium,25,0,Partner,0
3952,37,Other,MBA,Consulting,Analyst,32,3,0,96,8,Mid,87,0,1,153,2,38,2,6,140,1,2,5,45,Medium,14,0,Consultant,0
3953,29,Female,MBA,Tax,Consultant,11,4,0,116,3,Mid,47,0,15,236,1,77,5,2,43,2,3,1,93,Medium,96,0,Senior Consultant,0
3954,23,Male,Bachelor,Risk Advisory,Analyst,131,4,0,89,9,Mid,95,0,9,246,4,95,4,16,98,0,6,4,47,Medium,99,0,Consultant,0
3955,51,Female,Bachelor,Technology,Analyst,26,2,0,163,5,Low,48,0,26,243,2,29,5,1,55,3,8,1,80,Medium,24,1,Consultant,0
3956,51,Female,MBA,Consulting,Manager,7,2,0,96,3,Low,57,0,5,97,4,50,2,8,45,3,12,2,14,Low,98,1,Senior Manager,0
3957,33,Other,MBA,Risk Advisory,Consultant,92,5,0,116,3,Low,65,0,7,110,1,36,5,27,238,4,3,1,76,Medium,39,0,Senior Consultant,0
3958,31,Male,Master,Technology,Manager,183,3,0,37,8,Low,58,0,7,139,2,43,4,7,179,0,8,2,39,Medium,89,0,Senior Manager,0
3959,32,Female,Master,Consulting,Manager,39,3,0,15,0,High,51,0,24,221,4,23,5,15,166,0,12,3,98,Low,71,0,Senior Manager,0
3960,36,Female,Bachelor,Tax,Consultant,4,1,0,73,9,Mid,47,0,14,124,1,80,5,19,232,0,6,2,31,High,50,1,Senior Consultant,0
3961,37,Female,PhD,Consulting,Manager,30,2,1,170,6,High,77,1,20,247,3,24,3,13,223,3,14,5,79,Low,42,1,Senior Manager,0
3962,38,Female,Bachelor,Technology,Senior Consultant,166,4,0,111,7,Low,70,0,21,167,5,66,5,21,64,1,14,4,15,High,50,0,Manager,0
3963,47,Male,Bachelor,Tax,Partner,51,1,1,40,5,Mid,34,0,27,190,5,37,3,5,130,2,10,5,17,Low,63,1,Partner,0
3964,23,Female,Master,Audit,Partner,206,4,1,43,0,High,37,1,13,148,3,15,4,2,181,2,7,4,4,Medium,34,0,Partner,0
3965,33,Female,Bachelor,Risk Advisory,Senior Consultant,36,1,0,179,5,Low,80,0,4,150,4,58,2,29,148,4,7,2,51,High,100,0,Manager,0
3966,47,Other,PhD,Tax,Analyst,95,2,0,16,3,Low,55,0,15,194,5,41,2,6,93,3,10,5,66,Medium,49,1,Consultant,0
3967,44,Male,Bachelor,Tax,Manager,211,3,0,51,7,High,96,1,1,190,4,4,1,17,136,1,19,5,92,Medium,95,0,Senior Manager,0
3968,39,Female,Bachelor,Technology,Partner,113,3,0,42,6,Mid,44,0,23,206,3,4,3,7,138,3,5,5,4,Medium,95,0,Partner,0
3969,53,Other,Master,Technology,Consultant,117,2,0,22,7,Low,79,1,25,208,4,64,1,5,67,1,5,1,66,Low,46,0,Senior Consultant,0
3970,59,Female,Master,Risk Advisory,Analyst,60,4,0,0,0,Low,68,0,24,239,3,24,3,1,26,2,11,2,58,Low,86,0,Consultant,0
3971,24,Female,Bachelor,Technology,Partner,51,5,0,92,9,High,43,0,27,207,2,96,4,20,182,4,6,1,46,High,60,0,Partner,0
3972,59,Female,Master,Tax,Manager,204,5,1,24,8,Low,76,1,15,171,5,2,5,15,207,4,5,5,71,Medium,65,0,Senior Manager,0
3973,24,Male,Master,Risk Advisory,Partner,177,2,0,5,9,High,10,0,10,222,5,6,3,14,31,4,6,5,37,Medium,90,1,Partner,0
3974,51,Female,MBA,Risk Advisory,Manager,15,1,0,53,9,Mid,66,0,23,140,5,68,3,12,172,4,14,5,63,High,92,0,Senior Manager,0
3975,22,Male,Bachelor,Consulting,Analyst,201,3,1,77,2,Mid,88,0,23,118,2,36,3,26,66,2,3,1,42,High,71,0,Consultant,0
3976,51,Female,PhD,Tax,Senior Consultant,91,4,0,150,1,Mid,16,0,9,101,1,47,1,1,137,3,15,4,61,Low,29,1,Manager,0
3977,53,Male,Master,Tax,Manager,124,5,0,18,8,Low,35,1,21,226,5,91,2,1,168,3,10,4,27,Low,66,0,Senior Manager,0
3978,49,Female,Bachelor,Technology,Manager,84,3,0,183,0,Mid,40,0,14,97,4,88,2,2,152,0,18,3,19,Medium,54,0,Senior Manager,0
3979,42,Female,Bachelor,Tax,Analyst,156,2,0,180,5,Mid,81,0,14,140,5,78,2,14,202,4,14,5,79,Low,27,0,Consultant,0
3980,34,Male,Master,Technology,Analyst,153,3,0,158,4,Low,72,0,24,90,3,94,4,6,11,4,14,3,98,Low,64,0,Consultant,0
3981,48,Male,Bachelor,Tax,Consultant,208,5,0,102,3,Low,93,0,29,92,2,34,3,9,192,2,12,3,47,High,1,0,Senior Consultant,0
3982,57,Other,Bachelor,Consulting,Analyst,210,4,0,37,9,High,62,0,12,246,1,12,2,23,192,2,8,3,3,Low,30,0,Consultant,0
3983,28,Male,Bachelor,Tax,Partner,164,1,1,146,0,Mid,34,1,13,114,5,18,3,13,118,4,13,3,33,Medium,80,1,Partner,0
3984,43,Male,Master,Consulting,Manager,4,1,0,106,1,Mid,42,1,10,173,2,77,5,4,148,0,18,3,51,High,99,0,Senior Manager,0
3985,31,Male,Master,Tax,Senior Consultant,21,3,0,128,3,Low,95,1,14,171,5,39,2,17,139,3,19,3,82,Medium,13,0,Manager,0
3986,36,Other,Bachelor,Tax,Analyst,91,1,0,120,5,Mid,81,1,15,182,4,83,2,7,50,2,11,5,97,Low,36,0,Consultant,0
3987,36,Other,Master,Audit,Manager,193,5,0,177,5,Mid,4,0,27,112,5,63,2,0,155,3,15,2,59,Low,68,0,Senior Manager,0
3988,25,Female,MBA,Tax,Senior Consultant,69,4,0,97,4,Low,63,0,17,110,5,84,3,1,9,1,3,2,44,Low,83,0,Manager,0
3989,53,Female,Bachelor,Consulting,Consultant,236,1,0,57,7,Low,23,0,6,97,2,14,5,11,20,1,19,1,92,Low,29,1,Senior Consultant,0
3990,44,Male,MBA,Risk Advisory,Partner,238,1,1,80,2,Mid,11,0,13,144,4,61,4,11,228,1,10,3,53,Medium,42,1,Partner,0
3991,27,Other,Master,Consulting,Consultant,138,2,1,159,8,High,23,0,21,169,3,92,4,27,98,0,4,4,92,High,71,1,Senior Consultant,1
3992,45,Male,PhD,Tax,Analyst,50,1,1,176,9,Low,61,0,19,222,3,90,3,6,197,3,4,5,4,Medium,70,0,Consultant,0
